snapshot,switch,cookie,table,priority,duration_s,n_packets,n_bytes,match_raw,actions_raw,flow_raw
1,s2,0x10000cf045c27,0,40000,566.702,891,122067,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x10000cf045c27, duration=566.702s, table=0, n_packets=891, n_bytes=122067, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s4,0x10000233b88f5,0,40000,566.698,591,24822,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000233b88f5, duration=566.698s, table=0, n_packets=591, n_bytes=24822, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
1,s4,0x1000099167fb1,0,5,566.692,20,1946,ip,"CONTROLLER:65535,clear_actions","cookie=0x1000099167fb1, duration=566.692s, table=0, n_packets=20, n_bytes=1946, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
1,s4,0x1000039825a9a,0,40000,566.689,710,96910,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x1000039825a9a, duration=566.689s, table=0, n_packets=710, n_bytes=96910, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s4,0x10000eacb980c,0,40000,566.688,710,96910,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x10000eacb980c, duration=566.688s, table=0, n_packets=710, n_bytes=96910, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
1,s7,0x10000276a2656,0,40000,566.524,882,120480,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x10000276a2656, duration=566.524s, table=0, n_packets=882, n_bytes=120480, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
1,s7,0x10000ef19dda8,0,40000,566.523,932,39144,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000ef19dda8, duration=566.523s, table=0, n_packets=932, n_bytes=39144, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
1,s7,0x100001044f163,0,40000,566.523,882,120480,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x100001044f163, duration=566.523s, table=0, n_packets=882, n_bytes=120480, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s7,0x100007db69e56,0,5,566.523,4,296,ip,"CONTROLLER:65535,clear_actions","cookie=0x100007db69e56, duration=566.523s, table=0, n_packets=4, n_bytes=296, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
1,s0,0x10000ec38f3f2,0,40000,566.700,738,30996,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000ec38f3f2, duration=566.700s, table=0, n_packets=738, n_bytes=30996, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
1,s0,0x10000c0ab2c28,0,40000,566.698,354,48498,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x10000c0ab2c28, duration=566.698s, table=0, n_packets=354, n_bytes=48498, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s0,0x100006199710e,0,40000,566.696,354,48498,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x100006199710e, duration=566.696s, table=0, n_packets=354, n_bytes=48498, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
1,s0,0x100008aee1fa8,0,5,566.693,204,19992,ip,"CONTROLLER:65535,clear_actions","cookie=0x100008aee1fa8, duration=566.693s, table=0, n_packets=204, n_bytes=19992, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
1,s6,0x10000069366e3,0,5,566.529,37,3314,ip,"CONTROLLER:65535,clear_actions","cookie=0x10000069366e3, duration=566.529s, table=0, n_packets=37, n_bytes=3314, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
1,s6,0x10000dd66b89f,0,40000,566.528,1568,214283,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x10000dd66b89f, duration=566.528s, table=0, n_packets=1568, n_bytes=214283, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
1,s6,0x10000e1bd7c7d,0,40000,566.528,1568,214283,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x10000e1bd7c7d, duration=566.528s, table=0, n_packets=1568, n_bytes=214283, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s6,0x100001b87f302,0,40000,566.528,618,25956,arp,"CONTROLLER:65535,clear_actions","cookie=0x100001b87f302, duration=566.528s, table=0, n_packets=618, n_bytes=25956, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
1,s3,0x10000c77ed347,0,40000,566.711,379,15918,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000c77ed347, duration=566.711s, table=0, n_packets=379, n_bytes=15918, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
1,s3,0x100004cf6878e,0,5,566.711,11,814,ip,"CONTROLLER:65535,clear_actions","cookie=0x100004cf6878e, duration=566.711s, table=0, n_packets=11, n_bytes=814, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
1,s3,0x100004171190a,0,40000,566.706,355,48635,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x100004171190a, duration=566.706s, table=0, n_packets=355, n_bytes=48635, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
1,s3,0x10000c1bf0c62,0,40000,566.700,355,48635,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x10000c1bf0c62, duration=566.700s, table=0, n_packets=355, n_bytes=48635, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s8,0x10000ea3aff62,0,40000,566.772,990,41580,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000ea3aff62, duration=566.772s, table=0, n_packets=990, n_bytes=41580, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
1,s8,0x100007ce8bf2c,0,40000,566.772,885,121066,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x100007ce8bf2c, duration=566.772s, table=0, n_packets=885, n_bytes=121066, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
1,s8,0x10000d39fb05f,0,5,566.772,47,4572,ip,"CONTROLLER:65535,clear_actions","cookie=0x10000d39fb05f, duration=566.772s, table=0, n_packets=47, n_bytes=4572, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
1,s8,0x10000006b2aa5,0,40000,566.772,885,121066,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x10000006b2aa5, duration=566.772s, table=0, n_packets=885, n_bytes=121066, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s11,0x10000819dbe1d,0,40000,566.018,569,23898,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000819dbe1d, duration=566.018s, table=0, n_packets=569, n_bytes=23898, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
1,s11,0x100005e2652e6,0,40000,566.018,528,72512,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x100005e2652e6, duration=566.018s, table=0, n_packets=528, n_bytes=72512, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s11,0x100004271e9d6,0,5,566.018,12,1032,ip,"CONTROLLER:65535,clear_actions","cookie=0x100004271e9d6, duration=566.018s, table=0, n_packets=12, n_bytes=1032, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
1,s11,0x100002f817f8c,0,40000,566.018,528,72512,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x100002f817f8c, duration=566.018s, table=0, n_packets=528, n_bytes=72512, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
1,s14,0x100008582d567,0,40000,565.686,352,48395,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x100008582d567, duration=565.686s, table=0, n_packets=352, n_bytes=48395, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s14,0x10000142d4a9f,0,40000,565.686,219,9198,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000142d4a9f, duration=565.686s, table=0, n_packets=219, n_bytes=9198, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
1,s14,0x10000e592a04d,0,5,565.686,19,1790,ip,"CONTROLLER:65535,clear_actions","cookie=0x10000e592a04d, duration=565.686s, table=0, n_packets=19, n_bytes=1790, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
1,s14,0x1000046528ec5,0,40000,565.686,352,48395,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x1000046528ec5, duration=565.686s, table=0, n_packets=352, n_bytes=48395, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
1,s12,0x100009bf099bc,0,40000,565.942,1011,42462,arp,"CONTROLLER:65535,clear_actions","cookie=0x100009bf099bc, duration=565.942s, table=0, n_packets=1011, n_bytes=42462, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
1,s12,0x100001b84f6cb,0,40000,565.942,1212,166554,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x100001b84f6cb, duration=565.942s, table=0, n_packets=1212, n_bytes=166554, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
1,s12,0x1000025b67007,0,40000,565.941,1212,166554,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x1000025b67007, duration=565.941s, table=0, n_packets=1212, n_bytes=166554, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s12,0x10000a9b6dafd,0,5,565.941,78,7306,ip,"CONTROLLER:65535,clear_actions","cookie=0x10000a9b6dafd, duration=565.941s, table=0, n_packets=78, n_bytes=7306, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
1,s10,0x10000ea9a9c0d,0,40000,566.587,945,39690,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000ea9a9c0d, duration=566.587s, table=0, n_packets=945, n_bytes=39690, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
1,s10,0x1000062ab2e50,0,5,566.587,16,1328,ip,"CONTROLLER:65535,clear_actions","cookie=0x1000062ab2e50, duration=566.587s, table=0, n_packets=16, n_bytes=1328, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
1,s10,0x1000096c9ea49,0,40000,566.587,1050,144367,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x1000096c9ea49, duration=566.587s, table=0, n_packets=1050, n_bytes=144367, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s10,0x1000071d7f7c1,0,40000,566.587,1050,144367,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x1000071d7f7c1, duration=566.587s, table=0, n_packets=1050, n_bytes=144367, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
1,s13,0x10000230d0929,0,40000,565.714,887,121868,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x10000230d0929, duration=565.714s, table=0, n_packets=887, n_bytes=121868, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
1,s13,0x10000b9d23128,0,5,565.714,91,8774,ip,"CONTROLLER:65535,clear_actions","cookie=0x10000b9d23128, duration=565.714s, table=0, n_packets=91, n_bytes=8774, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
1,s13,0x10000430fdb0f,0,40000,565.714,887,121868,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x10000430fdb0f, duration=565.714s, table=0, n_packets=887, n_bytes=121868, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s13,0x100000b9f898d,0,40000,565.714,1092,45864,arp,"CONTROLLER:65535,clear_actions","cookie=0x100000b9f898d, duration=565.714s, table=0, n_packets=1092, n_bytes=45864, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
1,s9,0x10000c29049a7,0,40000,566.584,962,40404,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000c29049a7, duration=566.584s, table=0, n_packets=962, n_bytes=40404, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
1,s9,0x1000066df6ef2,0,40000,566.584,1055,144181,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x1000066df6ef2, duration=566.584s, table=0, n_packets=1055, n_bytes=144181, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s9,0x10000fbab0194,0,40000,566.584,1055,144181,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x10000fbab0194, duration=566.584s, table=0, n_packets=1055, n_bytes=144181, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
1,s9,0x1000087ad4f44,0,5,566.584,19,1646,ip,"CONTROLLER:65535,clear_actions","cookie=0x1000087ad4f44, duration=566.584s, table=0, n_packets=19, n_bytes=1646, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
1,s15,0x100008985ea43,0,40000,565.711,520,71413,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x100008985ea43, duration=565.711s, table=0, n_packets=520, n_bytes=71413, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
1,s15,0x10000c95e80f5,0,40000,565.711,520,71413,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x10000c95e80f5, duration=565.711s, table=0, n_packets=520, n_bytes=71413, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s15,0x10000a0c15a2a,0,40000,565.711,450,18900,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000a0c15a2a, duration=565.711s, table=0, n_packets=450, n_bytes=18900, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
1,s15,0x10000ed5bf966,0,5,565.711,40,3872,ip,"CONTROLLER:65535,clear_actions","cookie=0x10000ed5bf966, duration=565.711s, table=0, n_packets=40, n_bytes=3872, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
1,s16,0x100006eaf6901,0,40000,565.905,966,40572,arp,"CONTROLLER:65535,clear_actions","cookie=0x100006eaf6901, duration=565.905s, table=0, n_packets=966, n_bytes=40572, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
1,s16,0x100007a0375c5,0,40000,565.905,875,120395,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x100007a0375c5, duration=565.905s, table=0, n_packets=875, n_bytes=120395, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
1,s16,0x10000693dc3c2,0,5,565.905,26,2356,ip,"CONTROLLER:65535,clear_actions","cookie=0x10000693dc3c2, duration=565.905s, table=0, n_packets=26, n_bytes=2356, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
1,s16,0x1000001206a8c,0,40000,565.905,875,120395,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x1000001206a8c, duration=565.905s, table=0, n_packets=875, n_bytes=120395, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s18,0x10000d7c49beb,0,40000,565.452,694,95418,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x10000d7c49beb, duration=565.452s, table=0, n_packets=694, n_bytes=95418, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
1,s18,0x10000a0cc6da0,0,40000,565.451,235,9870,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000a0cc6da0, duration=565.451s, table=0, n_packets=235, n_bytes=9870, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
1,s18,0x100008b11e18d,0,40000,565.451,694,95418,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x100008b11e18d, duration=565.451s, table=0, n_packets=694, n_bytes=95418, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s18,0x10000b21eb56f,0,5,565.451,23,2182,ip,"CONTROLLER:65535,clear_actions","cookie=0x10000b21eb56f, duration=565.451s, table=0, n_packets=23, n_bytes=2182, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
1,s17,0x100008b194e2c,0,5,565.550,26,2548,ip,"CONTROLLER:65535,clear_actions","cookie=0x100008b194e2c, duration=565.550s, table=0, n_packets=26, n_bytes=2548, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
1,s17,0x1000042ef5f9b,0,40000,565.550,1025,141278,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x1000042ef5f9b, duration=565.550s, table=0, n_packets=1025, n_bytes=141278, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s17,0x100002372f8e2,0,40000,565.550,982,41244,arp,"CONTROLLER:65535,clear_actions","cookie=0x100002372f8e2, duration=565.550s, table=0, n_packets=982, n_bytes=41244, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
1,s17,0x10000061d9e8c,0,40000,565.550,1025,141278,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x10000061d9e8c, duration=565.550s, table=0, n_packets=1025, n_bytes=141278, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
1,s23,0x100000b155ab8,0,40000,565.348,861,118467,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x100000b155ab8, duration=565.348s, table=0, n_packets=861, n_bytes=118467, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
1,s23,0x10000e12452a1,0,40000,565.348,964,40488,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000e12452a1, duration=565.348s, table=0, n_packets=964, n_bytes=40488, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
1,s23,0x10000c9708748,0,40000,565.348,861,118467,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x10000c9708748, duration=565.348s, table=0, n_packets=861, n_bytes=118467, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s23,0x1000010b772ee,0,5,565.348,42,3684,ip,"CONTROLLER:65535,clear_actions","cookie=0x1000010b772ee, duration=565.348s, table=0, n_packets=42, n_bytes=3684, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
1,s22,0x1000014630975,0,5,565.458,8,784,ip,"CONTROLLER:65535,clear_actions","cookie=0x1000014630975, duration=565.458s, table=0, n_packets=8, n_bytes=784, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
1,s22,0x1000067b644cf,0,40000,565.458,514,70932,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x1000067b644cf, duration=565.458s, table=0, n_packets=514, n_bytes=70932, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s22,0x100000a0c4527,0,40000,565.458,514,70932,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x100000a0c4527, duration=565.458s, table=0, n_packets=514, n_bytes=70932, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
1,s22,0x10000a3857ac5,0,40000,565.458,568,23856,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000a3857ac5, duration=565.458s, table=0, n_packets=568, n_bytes=23856, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
1,s21,0x100007b5d0a73,0,40000,565.590,522,71856,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x100007b5d0a73, duration=565.590s, table=0, n_packets=522, n_bytes=71856, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
1,s21,0x100002e59fc21,0,40000,565.590,522,71856,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x100002e59fc21, duration=565.590s, table=0, n_packets=522, n_bytes=71856, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s21,0x10000f109afe2,0,5,565.590,67,6446,ip,"CONTROLLER:65535,clear_actions","cookie=0x10000f109afe2, duration=565.590s, table=0, n_packets=67, n_bytes=6446, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
1,s21,0x100006c518465,0,40000,565.590,669,28098,arp,"CONTROLLER:65535,clear_actions","cookie=0x100006c518465, duration=565.590s, table=0, n_packets=669, n_bytes=28098, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
1,s20,0x10000d6e9cd66,0,40000,565.756,259,10878,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000d6e9cd66, duration=565.756s, table=0, n_packets=259, n_bytes=10878, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
1,s20,0x10000b1876a3e,0,40000,565.756,365,50005,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x10000b1876a3e, duration=565.756s, table=0, n_packets=365, n_bytes=50005, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s20,0x100005eae1f52,0,5,565.756,31,3038,ip,"CONTROLLER:65535,clear_actions","cookie=0x100005eae1f52, duration=565.756s, table=0, n_packets=31, n_bytes=3038, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
1,s20,0x1000047229eef,0,40000,565.756,365,50005,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x1000047229eef, duration=565.756s, table=0, n_packets=365, n_bytes=50005, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
1,s19,0x1000086aff799,0,40000,565.300,862,36204,arp,"CONTROLLER:65535,clear_actions","cookie=0x1000086aff799, duration=565.300s, table=0, n_packets=862, n_bytes=36204, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
1,s19,0x10000e623b23b,0,40000,565.300,515,70728,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x10000e623b23b, duration=565.300s, table=0, n_packets=515, n_bytes=70728, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
1,s19,0x1000075c3a8c6,0,40000,565.300,515,70728,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x1000075c3a8c6, duration=565.300s, table=0, n_packets=515, n_bytes=70728, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s19,0x1000096fe2064,0,5,565.300,173,16954,ip,"CONTROLLER:65535,clear_actions","cookie=0x1000096fe2064, duration=565.300s, table=0, n_packets=173, n_bytes=16954, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
1,s24,0x10000fb79f239,0,5,565.412,22,2012,ip,"CONTROLLER:65535,clear_actions","cookie=0x10000fb79f239, duration=565.412s, table=0, n_packets=22, n_bytes=2012, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
1,s24,0x10000e8f5957c,0,40000,565.412,1027,141375,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x10000e8f5957c, duration=565.412s, table=0, n_packets=1027, n_bytes=141375, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
1,s24,0x10000fca1ec48,0,40000,565.412,1027,141375,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x10000fca1ec48, duration=565.412s, table=0, n_packets=1027, n_bytes=141375, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
1,s24,0x1000016ccf6c2,0,40000,565.412,769,32298,arp,"CONTROLLER:65535,clear_actions","cookie=0x1000016ccf6c2, duration=565.412s, table=0, n_packets=769, n_bytes=32298, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
1,s25,0x100009d22fdfb,0,40000,565.335,1202,165355,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x100009d22fdfb, duration=565.335s, table=0, n_packets=1202, n_bytes=165355, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
